uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
GO,COVID,HOSPITAL,"50 - 59",M,12
GO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
GO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,5
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,4
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
GO,PNEUMONIA,HOSPITAL,"50 - 59",F,1
GO,PNEUMONIA,HOSPITAL,"50 - 59",M,4
GO,PNEUMONIA,IGNORADO,"50 - 59",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
GO,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
GO,SEPTICEMIA,HOSPITAL,"50 - 59",F,6
GO,SEPTICEMIA,HOSPITAL,"50 - 59",M,4
GO,SEPTICEMIA,IGNORADO,"50 - 59",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MA,OUTRAS,DOMICILIO,"50 - 59",F,3
MA,OUTRAS,DOMICILIO,"50 - 59",M,1
MA,OUTRAS,HOSPITAL,"50 - 59",F,4
MA,OUTRAS,HOSPITAL,"50 - 59",M,11
MA,OUTRAS,OUTRO,"50 - 59",F,1
MA,OUTRAS,OUTRO,"50 - 59",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,2
MA,PNEUMONIA,DOMICILIO,"50 - 59",M,1
MA,PNEUMONIA,HOSPITAL,"50 - 59",F,1
MA,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
MA,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
MA,SRAG,HOSPITAL,"50 - 59",F,1
MG,OUTRAS,DOMICILIO,"50 - 59",F,10
MG,OUTRAS,DOMICILIO,"50 - 59",M,16
MG,OUTRAS,HOSPITAL,"50 - 59",F,19
MG,OUTRAS,HOSPITAL,"50 - 59",M,44
MG,OUTRAS,IGNORADO,"50 - 59",M,1
MG,OUTRAS,OUTRO,"50 - 59",F,1
MG,OUTRAS,OUTRO,"50 - 59",M,6
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,12
MG,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
MG,COVID,HOSPITAL,"50 - 59",F,13
MG,COVID,HOSPITAL,"50 - 59",M,37
MG,COVID,IGNORADO,"50 - 59",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MG,INDETERMINADA,DOMICILIO,"50 - 59",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,2
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,4
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
MG,PNEUMONIA,HOSPITAL,"50 - 59",F,13
MG,PNEUMONIA,HOSPITAL,"50 - 59",M,10
MG,PNEUMONIA,IGNORADO,"50 - 59",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
MG,SEPTICEMIA,HOSPITAL,"50 - 59",F,8
MG,SEPTICEMIA,HOSPITAL,"50 - 59",M,15
MG,SEPTICEMIA,IGNORADO,"50 - 59",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MG,SRAG,HOSPITAL,"50 - 59",F,1
MG,SRAG,HOSPITAL,"50 - 59",M,1
MS,OUTRAS,DOMICILIO,"50 - 59",M,5
MS,OUTRAS,HOSPITAL,"50 - 59",F,5
MS,OUTRAS,HOSPITAL,"50 - 59",M,8
MS,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
MS,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
MS,COVID,HOSPITAL,"50 - 59",F,14
MS,COVID,HOSPITAL,"50 - 59",M,8
MS,COVID,OUTRO,"50 - 59",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,2
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
MS,PNEUMONIA,HOSPITAL,"50 - 59",F,1
MS,PNEUMONIA,HOSPITAL,"50 - 59",M,6
MS,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
MS,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
MS,SRAG,HOSPITAL,"50 - 59",F,1
MT,OUTRAS,DOMICILIO,"50 - 59",F,1
MT,OUTRAS,DOMICILIO,"50 - 59",M,2
MT,OUTRAS,HOSPITAL,"50 - 59",F,1
MT,OUTRAS,HOSPITAL,"50 - 59",M,3
MT,OUTRAS,IGNORADO,"50 - 59",F,3
MT,OUTRAS,IGNORADO,"50 - 59",M,4
MT,COVID,HOSPITAL,"50 - 59",F,2
MT,COVID,HOSPITAL,"50 - 59",M,2
MT,COVID,IGNORADO,"50 - 59",F,2
MT,COVID,IGNORADO,"50 - 59",M,2
MT,INDETERMINADA,IGNORADO,"50 - 59",M,2
MT,PNEUMONIA,HOSPITAL,"50 - 59",M,2
MT,PNEUMONIA,IGNORADO,"50 - 59",M,1
MT,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
MT,SEPTICEMIA,IGNORADO,"50 - 59",F,1
MT,SRAG,HOSPITAL,"50 - 59",F,1
PA,OUTRAS,DOMICILIO,"50 - 59",M,3
PA,OUTRAS,HOSPITAL,"50 - 59",F,1
PA,OUTRAS,HOSPITAL,"50 - 59",M,7
PA,OUTRAS,OUTRO,"50 - 59",M,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PA,COVID,HOSPITAL,"50 - 59",F,2
PA,COVID,HOSPITAL,"50 - 59",M,3
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,4
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
PA,PNEUMONIA,HOSPITAL,"50 - 59",M,4
PA,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
PB,OUTRAS,DOMICILIO,"50 - 59",F,3
PB,OUTRAS,DOMICILIO,"50 - 59",M,9
PB,OUTRAS,HOSPITAL,"50 - 59",F,7
PB,OUTRAS,HOSPITAL,"50 - 59",M,16
PB,OUTRAS,OUTRO,"50 - 59",F,1
PB,COVID,HOSPITAL,"50 - 59",F,2
PB,COVID,HOSPITAL,"50 - 59",M,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,3
PB,PNEUMONIA,HOSPITAL,"50 - 59",F,1
PB,PNEUMONIA,HOSPITAL,"50 - 59",M,6
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PB,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
PB,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
PB,SRAG,HOSPITAL,"50 - 59",F,1
PE,OUTRAS,DOMICILIO,"50 - 59",F,10
PE,OUTRAS,DOMICILIO,"50 - 59",M,17
PE,OUTRAS,HOSPITAL,"50 - 59",F,13
PE,OUTRAS,HOSPITAL,"50 - 59",M,32
PE,OUTRAS,IGNORADO,"50 - 59",M,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PE,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
PE,COVID,HOSPITAL,"50 - 59",F,12
PE,COVID,HOSPITAL,"50 - 59",M,10
PE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PE,INDETERMINADA,HOSPITAL,"50 - 59",M,1
PE,INDETERMINADA,IGNORADO,"50 - 59",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,4
PE,PNEUMONIA,DOMICILIO,"50 - 59",F,1
PE,PNEUMONIA,DOMICILIO,"50 - 59",M,1
PE,PNEUMONIA,HOSPITAL,"50 - 59",F,3
PE,PNEUMONIA,HOSPITAL,"50 - 59",M,2
PE,SEPTICEMIA,HOSPITAL,"50 - 59",F,8
PE,SEPTICEMIA,HOSPITAL,"50 - 59",M,7
PE,SRAG,HOSPITAL,"50 - 59",F,4
PE,SRAG,HOSPITAL,"50 - 59",M,11
PI,OUTRAS,DOMICILIO,"50 - 59",F,2
PI,OUTRAS,DOMICILIO,"50 - 59",M,2
PI,OUTRAS,HOSPITAL,"50 - 59",F,1
PI,OUTRAS,HOSPITAL,"50 - 59",M,2
PI,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
PR,OUTRAS,DOMICILIO,"50 - 59",F,13
PR,OUTRAS,DOMICILIO,"50 - 59",M,22
PR,OUTRAS,HOSPITAL,"50 - 59",F,17
PR,OUTRAS,HOSPITAL,"50 - 59",M,51
PR,OUTRAS,OUTRO,"50 - 59",M,3
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PR,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
PR,COVID,DOMICILIO,"50 - 59",M,1
PR,COVID,HOSPITAL,"50 - 59",F,21
PR,COVID,HOSPITAL,"50 - 59",M,40
PR,COVID,OUTRO,"50 - 59",F,1
PR,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
PR,PNEUMONIA,DOMICILIO,"50 - 59",F,1
PR,PNEUMONIA,HOSPITAL,"50 - 59",F,4
PR,PNEUMONIA,HOSPITAL,"50 - 59",M,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PR,SEPTICEMIA,HOSPITAL,"50 - 59",F,13
PR,SEPTICEMIA,HOSPITAL,"50 - 59",M,12
PR,SRAG,HOSPITAL,"50 - 59",M,1
RJ,OUTRAS,DOMICILIO,"50 - 59",F,27
RJ,OUTRAS,DOMICILIO,"50 - 59",M,25
RJ,OUTRAS,HOSPITAL,"50 - 59",F,56
RJ,OUTRAS,HOSPITAL,"50 - 59",M,71
RJ,OUTRAS,OUTRO,"50 - 59",M,2
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,11
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,23
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
RJ,COVID,HOSPITAL,"50 - 59",F,56
RJ,COVID,HOSPITAL,"50 - 59",M,62
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,5
RJ,INDETERMINADA,DOMICILIO,"50 - 59",F,2
RJ,INDETERMINADA,DOMICILIO,"50 - 59",M,1
RJ,INDETERMINADA,HOSPITAL,"50 - 59",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,12
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,8
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RJ,PNEUMONIA,DOMICILIO,"50 - 59",M,1
RJ,PNEUMONIA,HOSPITAL,"50 - 59",F,13
RJ,PNEUMONIA,HOSPITAL,"50 - 59",M,17
RJ,PNEUMONIA,OUTRO,"50 - 59",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",F,26
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",M,24
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
RJ,SRAG,DOMICILIO,"50 - 59",M,1
RJ,SRAG,HOSPITAL,"50 - 59",F,3
RJ,SRAG,HOSPITAL,"50 - 59",M,4
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RN,OUTRAS,DOMICILIO,"50 - 59",F,2
RN,OUTRAS,DOMICILIO,"50 - 59",M,4
RN,OUTRAS,HOSPITAL,"50 - 59",F,2
RN,OUTRAS,HOSPITAL,"50 - 59",M,6
RN,OUTRAS,OUTRO,"50 - 59",M,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RN,COVID,HOSPITAL,"50 - 59",M,2
RN,INDETERMINADA,DOMICILIO,"50 - 59",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,2
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
RN,PNEUMONIA,HOSPITAL,"50 - 59",M,1
RN,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
RN,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
RN,SEPTICEMIA,OUTRO,"50 - 59",M,1
RO,OUTRAS,DOMICILIO,"50 - 59",M,2
RO,OUTRAS,HOSPITAL,"50 - 59",F,3
RO,OUTRAS,HOSPITAL,"50 - 59",M,4
RO,OUTRAS,OUTRO,"50 - 59",M,1
RO,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
RO,COVID,HOSPITAL,"50 - 59",F,2
RO,COVID,HOSPITAL,"50 - 59",M,1
RO,COVID,VIA_PUBLICA,"50 - 59",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
RO,PNEUMONIA,HOSPITAL,"50 - 59",F,1
RO,PNEUMONIA,HOSPITAL,"50 - 59",M,1
RO,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
RO,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
RR,PNEUMONIA,HOSPITAL,"50 - 59",M,1
RS,OUTRAS,DOMICILIO,"50 - 59",F,10
RS,OUTRAS,DOMICILIO,"50 - 59",M,24
RS,OUTRAS,HOSPITAL,"50 - 59",F,43
RS,OUTRAS,HOSPITAL,"50 - 59",M,34
RS,OUTRAS,IGNORADO,"50 - 59",F,4
RS,OUTRAS,IGNORADO,"50 - 59",M,1
RS,OUTRAS,OUTRO,"50 - 59",F,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
RS,OUTRAS,VIA_PUBLICA,"50 - 59",M,6
RS,COVID,HOSPITAL,"50 - 59",F,29
RS,COVID,HOSPITAL,"50 - 59",M,26
RS,COVID,IGNORADO,"50 - 59",M,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RS,INDETERMINADA,DOMICILIO,"50 - 59",F,1
RS,INDETERMINADA,HOSPITAL,"50 - 59",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,6
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,9
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RS,PNEUMONIA,DOMICILIO,"50 - 59",F,1
RS,PNEUMONIA,HOSPITAL,"50 - 59",F,7
RS,PNEUMONIA,HOSPITAL,"50 - 59",M,18
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RS,SEPTICEMIA,HOSPITAL,"50 - 59",F,14
RS,SEPTICEMIA,HOSPITAL,"50 - 59",M,13
RS,SEPTICEMIA,IGNORADO,"50 - 59",M,1
RS,SRAG,HOSPITAL,"50 - 59",F,1
RS,SRAG,HOSPITAL,"50 - 59",M,1
SC,OUTRAS,DOMICILIO,"50 - 59",F,7
SC,OUTRAS,DOMICILIO,"50 - 59",M,12
SC,OUTRAS,HOSPITAL,"50 - 59",F,19
SC,OUTRAS,HOSPITAL,"50 - 59",M,22
SC,OUTRAS,OUTRO,"50 - 59",M,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
SC,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
SC,COVID,HOSPITAL,"50 - 59",F,6
SC,COVID,HOSPITAL,"50 - 59",M,27
SC,COVID,OUTRO,"50 - 59",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,PNEUMONIA,DOMICILIO,"50 - 59",M,1
SC,PNEUMONIA,HOSPITAL,"50 - 59",F,1
SC,PNEUMONIA,HOSPITAL,"50 - 59",M,3
SC,SEPTICEMIA,DOMICILIO,"50 - 59",F,2
SC,SEPTICEMIA,HOSPITAL,"50 - 59",F,10
SC,SEPTICEMIA,HOSPITAL,"50 - 59",M,7
SC,SEPTICEMIA,IGNORADO,"50 - 59",F,1
SC,SRAG,HOSPITAL,"50 - 59",M,1
SE,OUTRAS,DOMICILIO,"50 - 59",F,1
SE,OUTRAS,HOSPITAL,"50 - 59",F,2
SE,OUTRAS,HOSPITAL,"50 - 59",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
SE,COVID,HOSPITAL,"50 - 59",F,4
SE,COVID,HOSPITAL,"50 - 59",M,4
SE,COVID,IGNORADO,"50 - 59",M,1
SE,PNEUMONIA,HOSPITAL,"50 - 59",F,3
SE,PNEUMONIA,HOSPITAL,"50 - 59",M,2
SE,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
SP,OUTRAS,DOMICILIO,"50 - 59",F,25
SP,OUTRAS,DOMICILIO,"50 - 59",M,67
SP,OUTRAS,HOSPITAL,"50 - 59",F,105
SP,OUTRAS,HOSPITAL,"50 - 59",M,140
SP,OUTRAS,IGNORADO,"50 - 59",M,1
SP,OUTRAS,OUTRO,"50 - 59",F,1
SP,OUTRAS,OUTRO,"50 - 59",M,12
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
SP,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
SP,OUTRAS,VIA_PUBLICA,"50 - 59",M,6
SP,COVID,HOSPITAL,"50 - 59",F,52
SP,COVID,HOSPITAL,"50 - 59",M,95
SP,COVID,OUTRO,"50 - 59",M,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
SP,INDETERMINADA,DOMICILIO,"50 - 59",M,2
SP,INDETERMINADA,HOSPITAL,"50 - 59",F,2
SP,INDETERMINADA,HOSPITAL,"50 - 59",M,1
SP,INDETERMINADA,OUTRO,"50 - 59",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,4
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,22
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,29
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
SP,PNEUMONIA,DOMICILIO,"50 - 59",M,1
SP,PNEUMONIA,HOSPITAL,"50 - 59",F,17
SP,PNEUMONIA,HOSPITAL,"50 - 59",M,47
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SP,SEPTICEMIA,HOSPITAL,"50 - 59",F,29
SP,SEPTICEMIA,HOSPITAL,"50 - 59",M,47
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SP,SRAG,HOSPITAL,"50 - 59",F,3
SP,SRAG,HOSPITAL,"50 - 59",M,2
TO,OUTRAS,HOSPITAL,"50 - 59",F,2
TO,OUTRAS,HOSPITAL,"50 - 59",M,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
TO,COVID,HOSPITAL,"50 - 59",F,2
TO,SEPTICEMIA,HOSPITAL,"50 - 59",F,3
AC,OUTRAS,DOMICILIO,"60 - 69",M,2
AC,OUTRAS,HOSPITAL,"60 - 69",M,1
AC,COVID,HOSPITAL,"60 - 69",F,2
AC,COVID,HOSPITAL,"60 - 69",M,4
AC,INDETERMINADA,DOMICILIO,"60 - 69",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2
AC,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
AL,OUTRAS,DOMICILIO,"60 - 69",F,4
AL,OUTRAS,DOMICILIO,"60 - 69",M,9
AL,OUTRAS,HOSPITAL,"60 - 69",F,10
AL,OUTRAS,HOSPITAL,"60 - 69",M,15
AL,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
AL,COVID,HOSPITAL,"60 - 69",F,7
AL,COVID,HOSPITAL,"60 - 69",M,7
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,3
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
AL,PNEUMONIA,HOSPITAL,"60 - 69",F,3
AL,PNEUMONIA,HOSPITAL,"60 - 69",M,2
AL,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
AL,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
AL,SEPTICEMIA,HOSPITAL,"60 - 69",M,4
AL,SRAG,HOSPITAL,"60 - 69",M,1
AM,OUTRAS,DOMICILIO,"60 - 69",F,10
AM,OUTRAS,DOMICILIO,"60 - 69",M,13
AM,OUTRAS,HOSPITAL,"60 - 69",F,7
AM,OUTRAS,HOSPITAL,"60 - 69",M,6
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AM,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
AM,COVID,DOMICILIO,"60 - 69",M,1
AM,COVID,HOSPITAL,"60 - 69",F,32
AM,COVID,HOSPITAL,"60 - 69",M,40
AM,INDETERMINADA,DOMICILIO,"60 - 69",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
AM,PNEUMONIA,DOMICILIO,"60 - 69",M,1
AM,PNEUMONIA,HOSPITAL,"60 - 69",F,7
AM,PNEUMONIA,HOSPITAL,"60 - 69",M,7
AM,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
AM,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
AM,SRAG,DOMICILIO,"60 - 69",M,1
AM,SRAG,HOSPITAL,"60 - 69",F,6
AM,SRAG,HOSPITAL,"60 - 69",M,8
AM,SRAG,OUTRO,"60 - 69",M,1
AP,COVID,HOSPITAL,"60 - 69",F,2
AP,COVID,HOSPITAL,"60 - 69",M,1
BA,OUTRAS,DOMICILIO,"60 - 69",F,17
BA,OUTRAS,DOMICILIO,"60 - 69",M,28
BA,OUTRAS,HOSPITAL,"60 - 69",F,33
BA,OUTRAS,HOSPITAL,"60 - 69",M,41
BA,OUTRAS,OUTRO,"60 - 69",F,3
BA,OUTRAS,OUTRO,"60 - 69",M,8
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
BA,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
BA,COVID,DOMICILIO,"60 - 69",M,1
BA,COVID,HOSPITAL,"60 - 69",F,20
BA,COVID,HOSPITAL,"60 - 69",M,24
BA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,12
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
BA,PNEUMONIA,HOSPITAL,"60 - 69",F,6
BA,PNEUMONIA,HOSPITAL,"60 - 69",M,6
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
BA,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
BA,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
BA,SEPTICEMIA,HOSPITAL,"60 - 69",F,8
BA,SEPTICEMIA,HOSPITAL,"60 - 69",M,10
BA,SRAG,HOSPITAL,"60 - 69",F,1
BA,SRAG,HOSPITAL,"60 - 69",M,1
CE,OUTRAS,DOMICILIO,"60 - 69",F,6
CE,OUTRAS,DOMICILIO,"60 - 69",M,11
CE,OUTRAS,HOSPITAL,"60 - 69",F,7
CE,OUTRAS,HOSPITAL,"60 - 69",M,16
CE,OUTRAS,IGNORADO,"60 - 69",F,4
CE,OUTRAS,IGNORADO,"60 - 69",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
CE,COVID,DOMICILIO,"60 - 69",M,1
CE,COVID,HOSPITAL,"60 - 69",F,4
CE,COVID,HOSPITAL,"60 - 69",M,7
CE,COVID,IGNORADO,"60 - 69",F,2
